time	open	high	low	close	volume	stdev	blow	bmid	bhigh
2017-07-31 0:00:00	2729.25	2893.89	2679.98	2840	1004.07	290.4810116	1914.317977	2495.28	3076.242023
2017-08-01 0:00:00	2840	2900	2653.01	2739.09	689.78	299.5219181	1920.136164	2519.18	3118.223836
2017-08-02 0:00:00	2738.8	2758.86	2652	2703.66	718.99	300.269223	1939.620501	2540.158947	3140.697393
2017-08-03 0:00:00	2703.66	2804.17	2703.49	2788.88	1580.41	291.9551983	1981.745919	2565.656316	3149.566712
2017-08-04 0:00:00	2790.68	2877.23	2768	2858.03	1587.41	256.8610425	2095.296336	2609.018421	3122.740506
2017-08-05 0:00:00	2853.25	3333	2851.81	3260.74	3311.39	196.9632423	2265.524568	2659.451053	3053.377537
2017-08-06 0:00:00	3261.82	3292.77	3163.49	3229.26	551.92	213.8066408	2285.905139	2713.518421	3141.131703
2017-08-07 0:00:00	3228.05	3426	3194.54	3384.87	2565.89	219.6703794	2323.30082	2762.641579	3201.982338
2017-08-08 0:00:00	3392.04	3486.48	3335.83	3420.54	2734.15	228.1593024	2365.502974	2821.821579	3278.140184
2017-08-09 0:00:00	3418.46	3425.99	3238.85	3342.15	3354.51	266.4074265	2319.298305	2852.113158	3384.928011
2017-08-10 0:00:00	3342.63	3446.38	3315	3417.89	2147.92	284.8688995	2317.751675	2887.489474	3457.227273
2017-08-11 0:00:00	3418.96	3708.42	3357.18	3639.58	2584.54	308.9087238	2301.403605	2919.221053	3537.0385
2017-08-12 0:00:00	3638.11	3965.5	3598.02	3870.05	3051.76	347.1715275	2271.296945	2965.64	3659.983055
2017-08-13 0:00:00	3870.35	4163.16	3833.58	4053.9	2609.82	400.0461444	2223.937185	3024.029474	3824.121762
2017-08-14 0:00:00	4065	4327.98	3978.68	4321.51	4272.72	447.7273348	2207.212699	3102.667368	3998.122038
2017-08-15 0:00:00	4320.79	4426.74	3809.34	4156.91	7972.93	504.9984766	2187.21831	3197.215263	4207.212216
2017-08-16 0:00:00	4159.44	4391.64	3930	4384.11	3125.07	532.7495376	2210.334083	3275.833158	4341.332233
2017-08-17 0:00:00	4381.95	4475.77	4177.68	4275.7	3552.72	575.3637249	2209.396761	3360.124211	4510.85166
2017-08-18 0:00:00	4279.12	4361.38	3973.26	4106.93	3036.97	588.5444438	2265.81427	3442.903158	4619.992046
2017-08-19 0:00:00	4108.14	4188.39	3955.87	4148.19	2110.2	580.4762262	2354.510705	3515.463158	4676.41561
2017-08-20 0:00:00	4149.6	4187.25	4039.4	4061.3	1004.62	573.4480907	2437.419082	3584.315263	4731.211445
2017-08-21 0:00:00	4063.04	4088.31	3960	3990.9	1926.12	544.6846656	2564.535932	3653.905263	4743.274594
2017-08-22 0:00:00	3989.68	4143.41	3599.45	4021.9	4897.68	497.9767112	2725.701314	3721.654737	4717.608159
2017-08-23 0:00:00	4022.45	4243.94	4015.35	4148.16	2478.42	447.4442976	2891.661931	3786.550526	4681.439122
2017-08-24 0:00:00	4157.48	4350	4108.54	4312.44	1958.65	393.3279922	3067.796121	3854.452105	4641.10809
2017-08-25 0:00:00	4313.22	4453	4282.55	4356.32	2344.95	378.8703132	3152.06411	3909.804737	4667.545363
2017-08-26 0:00:00	4359.05	4374.39	4241.04	4340.94	1176.96	353.8006017	3261.522481	3969.123684	4676.724888
2017-08-27 0:00:00	4341.02	4393.65	4308.37	4315.74	1578.41	333.4944319	3352.454294	4019.443158	4686.432022
2017-08-28 0:00:00	4319.64	4397.42	4164.79	4385	1927.73	306.3097943	3453.939359	4066.558947	4679.178536
2017-08-29 0:00:00	4385.95	4641.08	4343.09	4589.06	3192.38	259.0860067	3603.273776	4121.445789	4639.617803
2017-08-30 0:00:00	4589.06	4636	4509.73	4577.26	1848.1	218.5483452	3745.989625	4183.086316	4620.183006
2017-08-31 0:00:00	4577.26	4765	4577.26	4732.24	1378.12	193.4250665	3845.587762	4232.437895	4619.288028
2017-09-01 0:00:00	4738.08	4930.05	4681.11	4927.29	2890.66	204.503593	3868.80913	4277.816316	4686.823502
2017-09-02 0:00:00	4931	4979.86	4493	4606.29	2930.61	245.4384515	3832.907308	4323.784211	4814.661113
2017-09-03 0:00:00	4604.98	4828	4412.96	4609.31	3110.79	253.8434063	3831.085819	4338.772632	4846.459444
2017-09-04 0:00:00	4609.66	4613.49	4140.12	4260	4518.36	257.0344894	3848.514179	4362.583158	4876.652137
2017-09-05 0:00:00	4274.83	4550	4018.27	4429.58	2708.37	258.0321166	3839.986819	4356.051053	4872.115286
2017-09-06 0:00:00	4429.85	4669.03	4408.24	4609.61	1666.04	257.7848226	3848.580355	4364.15	4879.719645
2017-09-07 0:00:00	4607.07	4670.76	4480.17	4620.28	1072.98	255.7063663	3879.19411	4390.606842	4902.019575
2017-09-08 0:00:00	4620.28	4677.05	4135.61	4335.1	4000.57	253.7712566	3907.911171	4415.453684	4922.996197
2017-09-09 0:00:00	4335.1	4391.86	4159.99	4309.83	607.06	239.9402232	3949.983764	4429.864211	4909.744657
2017-09-10 0:00:00	4300.38	4308.84	4008.45	4239.76	1133.06	217.6450645	4011.359871	4446.65	4881.940129
2017-09-11 0:00:00	4236.15	4358.46	4105.58	4201.99	1790.97	198.9614134	4060.193489	4458.116316	4856.039143
2017-09-12 0:00:00	4203.6	4369.25	4073.5	4160.94	2434.64	194.6388187	4071.671836	4460.949474	4850.227111
2017-09-13 0:00:00	4164.26	4169.79	3737.77	3854.98	2786.94	203.9416396	4045.09251	4452.975789	4860.859069
2017-09-14 0:00:00	3851.8	3926.16	3200	3239.1	5146.22	245.3667968	3935.85588	4426.589474	4917.323067
2017-09-15 0:00:00	3234.7	3825	2969.06	3715.02	4169.36	366.8624891	3634.872917	4368.597895	5102.322873
2017-09-16 0:00:00	3712.83	3892.63	3557.42	3688.97	727.47	396.3698318	3544.241389	4336.981053	5129.720716
2017-09-17 0:00:00	3686.07	3802.49	3474.85	3694.48	840.48	422.9576753	3454.432544	4300.347895	5146.263245
2017-09-18 0:00:00	3693.55	4119.85	3693.55	4097.47	2225.32	438.5379172	3376.188902	4253.264737	5130.340571
2017-09-19 0:00:00	4104.83	4119.07	3849.3	3899.19	2493.7	432.6187986	3362.775034	4228.012632	5093.250229
2017-09-20 0:00:00	3892.18	4043.79	3837.72	3868.89	1954.66	420.7279852	3342.711924	4184.167895	5025.623865
2017-09-21 0:00:00	3893.44	3901.41	3572.76	3616.28	3324.3	385.4598921	3357.542847	4128.462632	4899.382416
2017-09-22 0:00:00	3616	3755.97	3510.63	3611.06	2621.05	384.1914102	3307.974022	4076.356842	4844.739662
2017-09-23 0:00:00	3612.87	3806.2	3566	3786.1	720.97	375.4160112	3272.985346	4023.817368	4774.649391
2017-09-24 0:00:00	3784.42	3786.65	3626	3666.9	716.16	374.5943372	3249.686589	3998.875263	4748.063938
2017-09-25 0:00:00	3665.51	3962.69	3665.51	3917.89	1741.12	366.6562682	3225.421674	3958.734211	4692.046747
2017-09-26 0:00:00	3920.45	3962	3852.42	3879.13	1844.63	331.0512482	3260.225398	3922.327895	4584.430391
2017-09-27 0:00:00	3881	4221	3873.56	4195.99	3009.6	284.6564144	3314.007171	3883.32	4452.632829
2017-09-28 0:00:00	4202.97	4254.9	3940.96	4189.25	1310.89	273.9794997	3328.039422	3875.998421	4423.95742
2017-09-29 0:00:00	4186.71	4221	4000	4158.21	2481.32	264.6084389	3340.435228	3869.652105	4398.868983
2017-09-30 0:00:00	4159.82	4345	4148.21	4328.05	533.01	258.8707367	3347.618527	3865.36	4383.101473
2017-10-01 0:00:00	4328	4391.67	4244.2	4386.66	654.34	269.3798386	3333.23506	3871.994737	4410.754414
2017-10-02 0:00:00	4386.66	4454.16	4359.41	4388.18	1578.99	287.2173363	3309.440064	3883.874737	4458.309409
2017-10-03 0:00:00	4388.61	4421.7	4231.04	4310.81	2206.71	309.4272474	3293.0834	3911.937895	4530.79239
2017-10-04 0:00:00	4310.8	4340	4175.74	4216.12	1370.58	275.8171154	3416.709453	3968.343684	4519.977915
2017-10-05 0:00:00	4216.12	4358.96	4143.68	4312	1329.62	274.2014488	3446.314471	3994.717368	4543.120266
2017-10-06 0:00:00	4312	4417.11	4290	4364.22	1284.48	272.8565788	3481.795263	4027.508421	4573.221579
2017-10-07 0:00:00	4364.13	4460	4316.15	4425.01	1467.05	270.6957705	3521.366354	4062.757895	4604.149436
2017-10-08 0:00:00	4424.8	4596.79	4415.43	4589.94	1198.38	283.17121	3513.654422	4079.996842	4646.339262
2017-10-09 0:00:00	4589.94	4861	4541.03	4744.46	1054.69	302.3597312	3511.632643	4116.352105	4721.071568
2017-10-10 0:00:00	4743.46	4892	4707.44	4749.19	2245.89	328.1699078	3506.094921	4162.434737	4818.774553
2017-10-11 0:00:00	4747.15	4867.6	4713.06	4815	1517.92	326.3402866	3569.381006	4222.061579	4874.742152
2017-10-12 0:00:00	4815	5438.31	4808.16	5438.31	3649.34	317.8861392	3649.654564	4285.426842	4921.19912
2017-10-13 0:00:00	5437.04	5870	5387.52	5646.37	2820.34	391.2279431	3589.929377	4372.385263	5154.841149
2017-10-14 0:00:00	5658.26	5792.23	5565	5788.14	953.05	451.7969506	3572.973994	4476.567895	5380.161796
2017-10-15 0:00:00	5786.33	5828.13	5427.82	5705	1323.03	521.6518921	3531.698321	4575.002105	5618.305889
2017-10-16 0:00:00	5711.47	5775.95	5576.75	5745.64	989.95	553.5424589	3564.015609	4671.100526	5778.185444
2017-10-17 0:00:00	5753.44	5764.51	5523	5597	666.29	592.4469675	3567.767118	4752.661053	5937.554988
2017-10-18 0:00:00	5594.12	5599.6	5105.85	5572.36	2280	605.9452877	3614.862583	4826.753158	6038.643733
2017-10-19 0:00:00	5570.91	5733.5	5522.73	5721.64	563.42	606.1160671	3688.949971	4901.182105	6113.414239
2017-10-20 0:00:00	5705.44	6047.12	5613.05	5981.93	2576.5	617.1275613	3740.273825	4974.528947	6208.78407
2017-10-21 0:00:00	5981.47	6182.99	5878.82	6013.59	2351.41	640.7704251	3776.949676	5058.490526	6340.031376
2017-10-22 0:00:00	6025.75	6070.75	5733.01	5989.93	1826.69	654.6589306	3834.72056	5144.038421	6453.356282
2017-10-23 0:00:00	5985.47	6056.05	5646.6	5903.66	2697.37	649.2423298	3933.928498	5232.413158	6530.897817
2017-10-24 0:00:00	5882.6	5882.6	5461.99	5521.33	2556.42	617.1222479	4086.986557	5321.231053	6555.475549
2017-10-25 0:00:00	5517.16	5750.25	5360	5736.57	3164.88	567.6284647	4249.623071	5384.88	6520.136929
2017-10-26 0:00:00	5738.04	5979.21	5694.14	5889.23	2029.76	515.4530345	4426.202878	5457.108947	6488.015016
2017-10-27 0:00:00	5885.4	5991.89	5689.61	5764.27	2331.98	458.9307841	4616.31159	5534.173158	6452.034726
2017-10-28 0:00:00	5777.87	5875.95	5655.01	5730.76	1492.02	399.9931273	4795.993745	5595.98	6395.966255
2017-10-29 0:00:00	5732.61	6310.09	5692.69	6137.83	3023.5	343.3317978	4961.226931	5647.890526	6334.554122
2017-10-30 0:00:00	6135.93	6215	6026.77	6124.83	1977.98	284.0841513	5152.808539	5720.976842	6289.145145
2017-10-31 0:00:00	6131.28	6463.71	6085.91	6448.65	1399.98	197.8599692	5394.195325	5789.915263	6185.635202
2017-11-01 0:00:00	6446.3	6749.99	6355	6740	1784.57	231.0908646	5380.909323	5843.091053	6305.272782
2017-11-02 0:00:00	6740	7343.5	6737.68	7032.65	6855.29	304.0514849	5292.547556	5900.650526	6508.753496
2017-11-03 0:00:00	7032.66	7466.87	6940.55	7161.52	3578.72	398.0019283	5170.147196	5966.151053	6762.154909
2017-11-04 0:00:00	7156.52	7506.89	7000	7392.76	1328.46	477.2811533	5088.247693	6042.81	6997.372307
2017-11-05 0:00:00	7399.23	7602.81	7298.67	7383.3	1397.24	562.3174608	5004.865605	6129.500526	7254.135448
2017-11-06 0:00:00	7379.52	7427	6925.2	6958.54	5102.15	615.184371	4993.147574	6223.516316	7453.885058
2017-11-07 0:00:00	6958.54	7229	6958.45	7123.55	3361.75	615.866893	5064.739372	6296.473158	7528.206944
2017-11-08 0:00:00	7123.06	7870	7077.24	7477.05	5350.87	627.049525	5116.158845	6370.257895	7624.356945
2017-11-09 0:00:00	7465.88	7504.56	7054.21	7151.29	2222.31	668.0809313	5112.786559	6448.948421	7785.110284
2017-11-10 0:00:00	7151.56	7344.6	6420.5	6571.91	7058.34	677.8069544	5153.21346	6508.827368	7864.441277
2017-11-11 0:00:00	6571.91	6826.42	6200	6351.07	3206.65	666.1039041	5207.250087	6539.457895	7871.665703
2017-11-12 0:00:00	6341.85	6452.86	5493	5856.39	4868.51	650.0946457	5262.816498	6563.005789	7863.195081
2017-11-13 0:00:00	5839.74	6797.05	5809.17	6523.86	3480.33	624.3006576	5332.039211	6580.640526	7829.241842
2017-11-14 0:00:00	6525.03	6742.29	6484.85	6604.17	1897.85	590.3704194	5441.336003	6622.076842	7802.817681
2017-11-15 0:00:00	6602.42	7345.31	6602.42	7292.56	3612.01	563.2260388	5533.253185	6659.705263	7786.157341
2017-11-16 0:00:00	7292.97	7982.79	7122.2	7841.77	3688.43	536.7492206	5666.643138	6740.141579	7813.64002
2017-11-17 0:00:00	7838.65	8000	7519.55	7690.38	2764.95	534.6849352	5781.877498	6851.247368	7920.617239
2017-11-18 0:00:00	7680.72	7838.95	7457.21	7780	1372.32	538.2223367	5856.515853	6932.960526	8009.4052
2017-11-19 0:00:00	7780	8100.28	7678.3	8041.09	1591.63	534.0885903	5951.897556	7020.074737	8088.251918
2017-11-20 0:00:00	8038.8	8281	7950	8231.93	2137.51	563.5695044	5976.74836	7103.887368	8231.026377
2017-11-21 0:00:00	8240.05	8356.99	7795.5	8098.31	2901.11	611.9144114	5958.581177	7182.41	8406.238823
2017-11-22 0:00:00	8090.36	8289.12	8063.17	8234.2	2050.95	645.350083	5947.797203	7238.497368	8529.197534
2017-11-23 0:00:00	8234.81	8270.98	8010	8010	1304.07	684.0045168	5926.945177	7294.954211	8662.963244
2017-11-24 0:00:00	8010	8335.27	7879.68	8205.25	1622.57	703.2935169	5920.853492	7327.440526	8734.02756
2017-11-25 0:00:00	8205.43	8793.49	8166.52	8785	2315.46	731.6291972	5907.442658	7370.701053	8833.959447
2017-11-26 0:00:00	8793	9518.67	8752.34	9334.25	2461.77	791.9684063	5882.893714	7466.830526	9050.767339
2017-11-27 0:00:00	9341.27	9764.84	9336.08	9755	3176.64	894.4906815	5794.201795	7583.183158	9372.164521
2017-11-28 0:00:00	9762.99	9978.85	9648.6	9936.23	2439.92	1022.916863	5657.241537	7703.075263	9748.908989
2017-11-29 0:00:00	9937	11250	8980.72	9820.04	7288.36	1133.058022	5583.535008	7849.651053	10115.7671
2017-11-30 0:00:00	9831.92	10800	8897.06	9941.96	3124.44	1173.865826	5672.873612	8020.605263	10368.33691
2017-12-01 0:00:00	9931.32	10074.9	9652.26	9733.64	212.19	1179.192195	5851.215083	8209.599474	10567.98386